n, cycles
32, 133276
32, 129634
32, 128346
32, 125744
32, 126600
32, 125754
32, 128018
32, 128720
32, 126902
32, 126788
32, 128416
32, 126328
32, 127610
32, 126336
32, 126818
32, 125190
32, 127684
32, 128580
32, 127710
32, 128082
32, 125120
32, 127148
32, 127492
32, 127486
32, 127234
32, 127604
32, 127866
32, 124804
32, 126214
32, 126862
64, 629528
64, 607484
64, 607038
64, 607998
64, 601680
64, 605498
64, 605400
64, 606490
64, 604358
64, 604070
64, 604772
64, 604304
64, 724992
64, 603236
64, 604348
64, 605878
64, 604918
64, 662652
64, 598178
64, 601840
64, 597108
64, 595594
64, 597204
64, 600056
64, 600340
64, 601216
64, 599602
64, 597420
64, 599140
64, 598222
128, 2815664
128, 2775442
128, 2786326
128, 2761756
128, 2761760
128, 2750992
128, 2764950
128, 2735090
128, 2752068
128, 2739402
128, 2759016
128, 2768934
128, 2783722
128, 2752764
128, 2779682
128, 2783496
128, 2760530
128, 2759578
128, 2771172
128, 2761762
128, 2749748
128, 2760496
128, 2791828
128, 2759598
128, 2761210
128, 2757730
128, 2769346
128, 2774050
128, 2769946
128, 2760224
256, 15079020
256, 14911436
256, 14929812
256, 15043700
256, 14901828
256, 15055264
256, 15019712
256, 14923556
256, 15038020
256, 14983188
256, 14847150
256, 14969740
256, 14935662
256, 14921402
256, 14845394
256, 14974260
256, 14985454
256, 15070842
256, 14951688
256, 14825810
256, 14901978
256, 15006518
256, 14966626
256, 14931532
256, 14886116
256, 14982836
256, 14929594
256, 14907892
256, 15060810
256, 14882698
512, 81788980
512, 80065250
512, 81676638
1024, 516892790
1024, 510273922
1024, 510049542
2048, 3887443390
2048, 3862516162
2048, 3856381192
4096, 34000938458
4096, 34192855072
4096, 33887181504
8192, 301359401490
8192, 301125111442
8192, 301040198456
