n, cycles
32, 42259322 
32, 39593340 
32, 42074240 
64, 166287946 
64, 160151508 
64, 157119256 
128, 663859074 
128, 644608398 
128, 666757760 
256, 2629372936
256, 2558939606 
256, 2603898144  
512, 10282665308 
512, 10841376344 
512, 10382864228 
1024, 42481292004 
1024, 43323262468 
1024, 42143143086 
2048, 174344746868 
2048, 169034903268 
2048, 172489606856 
