n, cycles
32, 134048
32, 130228
32, 128822
32, 130318
32, 130164
32, 129018
32, 126984
32, 129736
32, 130272
32, 127852
32, 129498
32, 129114
32, 129156
32, 130144
32, 128812
32, 129414
32, 130190
32, 131916
32, 128424
32, 128832
32, 127972
32, 128536
32, 129436
32, 140076
32, 129498
32, 128752
32, 132100
32, 129214
32, 128714
32, 127130
64, 623964
64, 614112
64, 614464
64, 610328
64, 609492
64, 613882
64, 614110
64, 613190
64, 615296
64, 613016
64, 623054
64, 613964
64, 612494
64, 611210
64, 612100
64, 618678
64, 611426
64, 615632
64, 615984
64, 617838
64, 619980
64, 614696
64, 615244
64, 614836
64, 615256
64, 617120
64, 617132
64, 615326
64, 615618
64, 612580
128, 2847552
128, 2801444
128, 2798236
128, 2806152
128, 2804344
128, 2801390
128, 2799634
128, 2793966
128, 2806676
128, 2797942
128, 2793118
128, 2789284
128, 2801496
128, 2799602
128, 2800900
128, 2807426
128, 2801280
128, 2788336
128, 2801332
128, 2804262
128, 2809348
128, 2811338
128, 2807712
128, 2807280
128, 2796560
128, 2801460
128, 2810956
128, 2806660
128, 2833384
128, 2801864
256, 15181910
256, 15047240
256, 15106126
256, 15173580
256, 15029542
256, 15036212
256, 15083316
256, 15098004
256, 14985046
256, 15197378
256, 14991768
256, 15111258
256, 15002888
256, 15022422
256, 14995416
256, 15063580
256, 15098970
256, 15001174
256, 15080994
256, 15108790
256, 15010644
256, 15072086
256, 15044858
256, 15133444
256, 15093636
256, 15027526
256, 15145156
256, 15028804
256, 15031464
256, 15074278
512, 81086218
512, 80098848
512, 80007950
1024, 516033918
1024, 511096558
1024, 511607122
2048, 3917141234
2048, 3887875310
2048, 3882636332
4096, 34095006372
4096, 34012601996
4096, 33900067038
8192, 301606362020
8192, 301408966888
8192, 301386420696
