remaining_runtime,build_heap,insert,l2-norm,insert_up,insert_down,shuffle,utility,col_mean,get_knn_inner
483269,2370362,22559640484,48224934586,92218332,1344163151,1891423300,50004462,30843224,139868278
573756,2102760,22764436421,47547574130,94072418,1330504651,1875425395,44407761,28419112,133439174
585121,2133537,22301167198,47573473607,90969499,1333508319,1875346750,46337707,28319391,137290069
551275,2080794,22226500526,47577754991,91674971,1333687829,1876983542,44887768,28932088,135039853
538765,2082954,22556660345,47561280680,92746187,1329090698,1876673380,45023270,29244309,135340142
567553,2130076,22635742510,47624117479,92588321,1335998479,1878974145,46335869,30085584,135843066
566941,2146468,23327084462,49128884902,96878081,1355712063,1897927909,47494669,35217556,138372046
546841,2091389,22376552542,48079831465,92714527,1340510504,1889001846,45689099,30382007,153128961
454248,2071981,22098758346,47564114168,90981155,1332196865,1874338519,44565900,27536533,139126108
568240,2488367,23034917203,47534322325,92594237,1331166894,1878546313,52779532,26704180,125795395
514927,2073150,22538748304,47551790044,93015494,1329670395,1877111169,44531598,27144951,146334035
438282,2078083,22218107321,47539270854,91095020,1329528645,1874270662,44646136,28367885,130007448
565858,2455082,23412519030,47557753828,93732757,1334355985,1877387216,52368720,27221844,130837224
516556,3131943,22660695361,47604973358,93145473,1330488541,1874823517,44365735,26704767,146475627
473225,2087774,22480391930,47518374502,92361798,1330637133,1874093011,44481009,27350414,132380482
483709,2101605,23111280098,47497613586,94010991,1331165745,1874166777,45533879,27200891,124107710
465918,2070368,22646628971,47537519686,93597942,1332609804,1874490371,44595703,26838286,150715590
464504,2110538,22604477106,47500025619,92460148,1330989979,1873454577,44484225,26999915,129718299
547306,2070192,22936456268,47500404699,93701945,1330825820,1873868378,44652582,26925489,125014974
455320,2083803,22246569532,47522486628,91764394,1329445519,1876082548,44603503,27134623,136672173
464513,2076540,22459667144,47499897117,92766795,1329349005,1874041957,44508573,26437877,131633738
644908,2058655,23322235955,47561753391,95540381,1331700159,1873906976,44571662,26311251,138935810
522394,2070779,23047832269,47509416615,93865684,1333384612,1875053696,44500532,26330850,130967399
646913,2076042,22975577838,47502962930,94532049,1332784361,1873961988,44472864,26350247,132424430
583347,2067217,23379912736,47542946675,95989475,1331894729,1873391745,44471562,26788359,142457305
432073,2088449,22131525662,47506577753,90933625,1330553986,1873970352,45019707,27150070,131835116
589382,2065917,23035707673,47533056584,95146152,1330955709,1874780179,44786268,27609829,130496821
412312,2206695,22710687253,47531584854,93100909,1329275409,1874650632,48770168,26993490,145277815
557016,2064473,22881043037,47516527868,93361590,1330679645,1874444340,44395571,27617590,129101224
