n, cycles
32, 151968
32, 148766
32, 146010
32, 148262
32, 145964
32, 146218
32, 144896
32, 147412
32, 145388
32, 145774
32, 153160
32, 146332
32, 133050
32, 130250
32, 147240
32, 147280
32, 146108
32, 147484
32, 145202
32, 148556
32, 143770
32, 145048
32, 145520
32, 146312
32, 144782
32, 145486
32, 145502
32, 146550
32, 159792
32, 175252
64, 944358
64, 992232
64, 930194
64, 1125494
64, 937048
64, 940046
64, 937056
64, 943812
64, 937812
64, 932650
64, 938960
64, 935846
64, 937034
64, 934508
64, 938850
64, 937866
64, 935370
64, 940148
64, 936804
64, 941860
64, 937242
64, 937706
64, 934214
64, 935326
64, 938658
64, 937628
64, 942398
64, 942530
64, 938598
64, 938754
128, 6229936
128, 6253930
128, 6246394
128, 6272566
128, 6320244
128, 6243742
128, 6231606
128, 6247406
128, 6229264
128, 6211744
128, 6230192
128, 6222254
128, 6439286
128, 6218766
128, 6204200
128, 6201202
128, 6206128
128, 6206494
128, 6198598
128, 6209076
128, 6262118
128, 6288500
128, 5272228
128, 6201998
128, 6231108
128, 6191988
128, 6197148
128, 6205114
128, 6200554
128, 6697968
256, 44861376
256, 44328206
256, 44453580
256, 44384084
256, 43155034
256, 44251148
256, 44433930
256, 44408152
256, 44695810
256, 44489442
256, 44579740
256, 44362740
256, 44222778
256, 44503268
256, 44524896
256, 44398480
256, 44441148
256, 44517728
256, 44484046
256, 44354602
256, 44380448
256, 44213956
256, 44468362
256, 44423432
256, 44430124
256, 44421012
256, 44701400
256, 44424406
256, 43589616
256, 44462624
512, 331963330
512, 330228136
512, 328541738
1024, 2543643680
1024, 2537288686
1024, 2534924002
2048, 19845222342
2048, 19833524314
2048, 19803920170
4096, 157480168360
4096, 157564562436
4096, 158064652230
8192, 1260184366984
8192, 1254738115840
8192, 1255928845856
