n, cycles
32, 10344102 
32, 10284156 
32, 10299634 
32, 10264168 
32, 10286760 
32, 10310954 
32, 10356568 
32, 10278024 
32, 10259810 
32, 10267200 
32, 10298832 
32, 10310272 
32, 10311796 
32, 10283292 
32, 10302102 
32, 10374150 
32, 10364424 
32, 10257582 
32, 10340972 
32, 10361032 
32, 10260288 
32, 10269108 
32, 10314618 
32, 10255222 
32, 10219754 
32, 10322398 
32, 10262846 
32, 10243208 
32, 10237630 
32, 10254006 
64, 39071732 
64, 39055276 
64, 38844900 
64, 39122376 
64, 38810912 
64, 39146376 
64, 39048960 
64, 39181624 
64, 38829190 
64, 38823834 
64, 38684784 
64, 38962108 
64, 38821292 
64, 39182550 
64, 38825106 
64, 39153706 
64, 38973122 
64, 39285778 
64, 39085004 
64, 39117536 
64, 38716742 
64, 39258992 
64, 38911880 
64, 39027084 
64, 38884282 
64, 38995302 
64, 39130636 
64, 39168534 
64, 39122246 
64, 39035762 
128, 164526092 
128, 160389596 
128, 164115664 
128, 160855824 
128, 163824268 
128, 160619310 
128, 164020826 
128, 161086796 
128, 163786170 
128, 160920744 
128, 164582126 
128, 161301084 
128, 164466912 
128, 161393942 
128, 164255188 
128, 160672200 
128, 164099726 
128, 160802944 
128, 164350888 
128, 161038358 
128, 164494474 
128, 160924614 
128, 164052384 
128, 161453310 
128, 164619064 
128, 162053854 
128, 164709214 
128, 160943266 
128, 164747654 
128, 160739334 
256, 740382050 
256, 741293754 
256, 733567460 
256, 741879676 
256, 734015336 
256, 744516084 
256, 740550342 
256, 740401006 
256, 737140150 
256, 739225994 
256, 739392732 
256, 742451788 
256, 735138554 
256, 739490654 
256, 736475428 
256, 741406532 
256, 734613810 
256, 740920652 
256, 736777456 
256, 742660820 
256, 738518918 
256, 743524666 
256, 737530690 
256, 743887554 
256, 736234058 
256, 742503192 
256, 737361162 
256, 744866316 
256, 736439610 
256, 743656442 
512, 5484545774 
512, 5503091378 
512, 5578451830 
1024, 38787575546 
1024, 38380169444 
1024, 38461137022 
2048, 337310415980 
2048, 337882546006 
2048, 342938515086 
