n, cycles
32, 10224472 
32, 10200970 
32, 10242306 
32, 10158892 
32, 10154030 
32, 10231460 
32, 10190382 
32, 10189730 
32, 10217908 
32, 10198154 
32, 10182838 
32, 10185118 
32, 10200258 
32, 10223500 
32, 10238808 
32, 10235372 
32, 10259136 
32, 10229520 
32, 10207126 
32, 10211802 
32, 10149872 
32, 10222926 
32, 10253846 
32, 10156332 
32, 10167340 
32, 10233272 
32, 10143130 
32, 10184774 
32, 10170464 
32, 10231038 
64, 48396984 
64, 48290900 
64, 48468348 
64, 48640392 
64, 48259120 
64, 48375782 
64, 48420924 
64, 48386624 
64, 48266472 
64, 48235690 
64, 48451710 
64, 48212702 
64, 48284400 
64, 48421660 
64, 48329712 
64, 48135076 
64, 48438012 
64, 48398630 
64, 48502722 
64, 48374646 
64, 48194634 
64, 48606374 
64, 48254460 
64, 48416504 
64, 48308250 
64, 48552008 
64, 48373604 
64, 48452588 
64, 48107426 
64, 48309720 
128, 293601986 
128, 293024906 
128, 293440680 
128, 293367712 
128, 293026242 
128, 293627740 
128, 293177614 
128, 293295838 
128, 293194206 
128, 293701632 
128, 293060740 
128, 292595984 
128, 291431576 
128, 291408932 
128, 291473988 
128, 291110690 
128, 291076822 
128, 291070434 
128, 291479500 
128, 291262768 
128, 293749146 
128, 293602786 
128, 293902588 
128, 293639388 
128, 293602698 
128, 293851806 
128, 292941464 
128, 293923480 
128, 293396578 
128, 293711288 
256, 1976945704 
256, 1975961472 
256, 1974284576 
256, 1976500194 
256, 1977374494 
256, 1975506596 
256, 1975187868 
256, 1973772942 
256, 1977016936 
256, 1975775474 
256, 1976514398 
256, 1975613672 
256, 1974468810 
256, 1974763038 
256, 1975820226 
256, 1978439234 
256, 1976778442 
256, 1976447490 
256, 1978064180 
256, 1977186876 
256, 1975281156 
256, 1974932088 
256, 1977934282 
256, 1981379894 
256, 1976348216 
256, 1975917762 
256, 1977530470 
256, 1976383828 
256, 1974031090 
256, 1981024366 
512, 14860063232 
512, 14865405244 
512, 14548613172 
1024, 110756482594 
1024, 108632897500 
1024, 108973413364 
2048, 906477976898
2048, 897714187587
2048, 901562602789
