n, cycles
32, 133368
32, 131904
32, 132776
32, 134430
32, 131262
32, 131442
32, 130460
32, 129886
32, 130178
32, 129262
32, 130422
32, 131502
32, 131552
32, 129066
32, 130786
32, 131158
32, 131580
32, 135486
32, 133130
32, 132408
32, 131562
32, 131436
32, 130418
32, 131894
32, 129832
32, 130006
32, 131150
32, 129598
32, 131462
32, 131574
64, 978602
64, 965836
64, 962992
64, 960244
64, 962216
64, 968604
64, 971030
64, 965248
64, 961476
64, 965748
64, 962532
64, 965570
64, 961540
64, 958180
64, 964798
64, 962652
64, 959786
64, 959592
64, 961102
64, 962736
64, 965052
64, 961522
64, 959336
64, 962418
64, 964456
64, 961448
64, 963842
64, 958622
64, 958470
64, 958006
128, 6698796
128, 6649646
128, 6675408
128, 6640852
128, 6659996
128, 6655932
128, 6645886
128, 6640282
128, 6647752
128, 6672356
128, 6651732
128, 6644442
128, 6634534
128, 6625848
128, 6644504
128, 6665300
128, 6626698
128, 6650506
128, 6631446
128, 6682788
128, 6662518
128, 6642198
128, 6634644
128, 6637464
128, 6646360
128, 6638466
128, 6648110
128, 6641946
128, 6632618
128, 6645672
256, 61271354
256, 61113602
256, 61093432
256, 61096156
256, 61106026
256, 61144178
256, 61105754
256, 61148296
256, 61120060
256, 61113602
256, 61156676
256, 61119190
256, 61112264
256, 61085540
256, 61137360
256, 61125932
256, 61158898
256, 61138298
256, 61135896
256, 61162908
256, 61167300
256, 61154000
256, 61158682
256, 61163094
256, 61135462
256, 61191586
256, 61136786
256, 61145072
256, 61142514
256, 61122310
512, 516359108
512, 515197342
512, 515334860
1024, 4234361308
1024, 4229834814
1024, 4230638118
2048, 34269892916
2048, 34255198834
2048, 34254748692
4096, 275383230714
4096, 275328825554
4096, 275349906094
8192, 2204935521582
8192, 2205084527202
8192, 2204692619662
