n, cycles
32, 136576
32, 134516
32, 133098
32, 131242
32, 133446
32, 134142
32, 132040
32, 133196
32, 132154
32, 132374
32, 131322
32, 134008
32, 132610
32, 132572
32, 133542
32, 132560
32, 131650
32, 135462
32, 132536
32, 132946
32, 132810
32, 140476
32, 135604
32, 135466
32, 134990
32, 135442
32, 136146
32, 134336
32, 134194
32, 133954
64, 621274
64, 607320
64, 606120
64, 606484
64, 607326
64, 605766
64, 605518
64, 616058
64, 609906
64, 604934
64, 602426
64, 604780
64, 606262
64, 604086
64, 606464
64, 607926
64, 606356
64, 603432
64, 603560
64, 609408
64, 604116
64, 604886
64, 602342
64, 601824
64, 603456
64, 617234
64, 604732
64, 605606
64, 607840
64, 608006
128, 2858746
128, 2818392
128, 2837790
128, 2815058
128, 2807344
128, 2815694
128, 2812248
128, 2814098
128, 2818380
128, 2811428
128, 2817558
128, 2810464
128, 2822108
128, 2823876
128, 2806062
128, 2812064
128, 2816390
128, 2824946
128, 2811822
128, 2805616
128, 2811842
128, 2810568
128, 2814856
128, 2800044
128, 2805928
128, 2801766
128, 2820822
128, 2817352
128, 2809194
128, 2807444
256, 15062444
256, 14969160
256, 15103394
256, 15560680
256, 14917728
256, 14976488
256, 14879850
256, 14917148
256, 14979398
256, 14967310
256, 14985528
256, 14982644
256, 15064148
256, 14899676
256, 14937724
256, 14928476
256, 14912666
256, 14947024
256, 15072668
256, 14899732
256, 15020954
256, 14931898
256, 14954942
256, 14956764
256, 14962580
256, 14969640
256, 14923492
256, 14922792
256, 14930304
256, 14871990
512, 81852518
512, 80629264
512, 80873666
1024, 518320114
1024, 515054440
1024, 514139230
2048, 3885186056
2048, 3854447346
2048, 3886114436
4096, 33943002166
4096, 33859722884
4096, 33945051192
8192, 302099246760
8192, 302177219362
8192, 302386950242
