remaining_runtime,build_heap,insert,l2-norm,insert_up,insert_down,shuffle,utility,col_mean,get_knn_inner
760341,19657801,263291142458,266371548269,2158175179,33276756154,1944814916,56425012,157400567,9429577037
701489,36866630,264663186438,265797462010,2160247085,33141233935,1951006365,55781192,149890773,9481768521
758085,40135214,267619141402,267020704274,2183773947,33395239980,1976313158,58541917,153044002,9641874762
