n, cycles
32, 1402796
32, 1360110
32, 1349612
32, 1347946
32, 1376308
32, 1362576
32, 1363454
32, 1406062
32, 1353602
32, 1358592
32, 1351826
32, 1358106
32, 1395962
32, 1397396
32, 1325002
32, 1329310
32, 1367122
32, 1401698
32, 1370766
32, 1366450
32, 1362216
32, 1390532
32, 1366220
32, 1386022
32, 1363790
32, 1368160
32, 1374348
32, 1383820
32, 1357362
32, 1334592
64, 9643154
64, 9575004
64, 9518316
64, 9597312
64, 9309434
64, 9487656
64, 9621200
64, 9736742
64, 9496358
64, 9408576
64, 9389530
64, 9594680
64, 9390214
64, 9348182
64, 9199574
64, 9395376
64, 9277382
64, 9563700
64, 9640614
64, 9398538
64, 9356518
64, 9291652
64, 9685816
64, 9434598
64, 9293784
64, 9427148
64, 9775864
64, 9519044
64, 9626172
64, 9415588
128, 68372664
128, 68411708
128, 68454362
128, 68321664
128, 68833010
128, 69426058
128, 69782300
128, 69060232
128, 67940500
128, 69142926
128, 69237968
128, 68633970
128, 68756574
128, 69066142
128, 69911978
128, 69604602
128, 67692008
128, 68713672
128, 68942230
128, 69010506
128, 68223568
128, 68482514
128, 68398980
128, 69889468
128, 68190928
128, 68351902
128, 68462848
128, 68643818
128, 69115336
128, 69388030
256, 523593288
256, 528059514
256, 526605580
256, 528738216
256, 523564220
256, 524008764
256, 527277522
256, 538670434
256, 559910808
256, 562047002
256, 545181290
256, 547565814
256, 533272606
256, 530186146
256, 550740774
256, 560737740
256, 561159556
256, 527544846
256, 525341550
256, 523343382
256, 524298158
256, 527407688
256, 525540190
256, 527403044
256, 525328118
256, 525809900
256, 525459038
256, 522305246
256, 525763702
256, 526317182
512, 4054131980
512, 4043539794
512, 4057857836
512, 4052241368
512, 4049240734
512, 4055300092
512, 4050268342
512, 4051220576
512, 4056790174
512, 4053789646
512, 4060403294
512, 4058210368
512, 4040168576
512, 4046560582
512, 4050255076
512, 4048225648
512, 4052192764
512, 4059247848
512, 4055551808
512, 4052679594
512, 4063716846
512, 4048083712
512, 4049994422
512, 4056023588
512, 4051010278
512, 4055536256
512, 4046952402
512, 4046447044
512, 4048332194
512, 4049867554
1024, 32158334250
1024, 31987510728
1024, 31993129158
2048, 255200205326
2048, 254910685126
2048, 254871017546
4096, 2022856149998
4096, 2017002266272
4096, 2012676446502
8192, 16189952122952
8192, 16212458950024
8192, 16225333566422
